Date,Zodiak,Horoscope
24.07.2013,Козерог,"
В этот день для Козерогов основной приоритет отдых и только отдых. Даже если вы пока не имеете возможности взять небольшой тайм-аут в делах и отправиться в отпуск, вам никто не в силах запретить весело и с пользой проводить время после работы.
"
25.07.2013,Козерог,"
Козерогам в этот день предстоит трудиться, трудиться и ещё раз трудиться. Но как же иначе вы сможете преуспеть в карьере и делах, если не благодаря упорству, трудолюбию и своей несгибаемой воле?
"
26.07.2013,Козерог,"
Козероги и так боятся не успеть закончить порученное задание в срок, а тут ещё просьбы коллег о помощи и совете! Но такой вот вы человек... Отложив на ночное время свои собственные дела, вы самоотверженно поспешите помогать сослуживцам.
"
27.07.2013,Козерог,"
Внимательный и детальный подход буквально во всём потребуется сегодня от Козерогов. Вы отлично ориентируетесь в самых сложных проблемах и делах, тогда как многие мелочи незаслуженно оставляете без внимания. Важный совет - занись сегодня решением главного вопроса, не забывайте тщательно анализировать и прорабатывать все детали.
"
28.07.2013,Козерог,"
Скука сегодня может полностью поглотить Козерогов. Жизнь вокруг вас практически замерла. Если до вечера ситуация не изменится, делайте самостоятельные попытки её изменить. Например, отправьтесь в небольшую поездку, посетите кафе или ресторан.
"
29.07.2013,Козерог,"
Этот день для Козерогов пройдёт на удивление ровно, не доставив практически ни каких хлопот. На работе вы лидер и очень ценный сотрудник. Дома вас тоже любят и ждут. Наслаждайтесь этим в полной мере и не забывайте, что любовь и признание окружающих - наивысшая из похвал.
"
30.07.2013,Козерог,"
Козероги внезапно утратят способность логически мыслить и здраво рассуждать. Летняя атмосфера, располагающая к флирту и коротким романам, наконец-то коснулась и вас! Дуте сердцем, а все решения прините только головой. Высок риск, что поддавшись сильным порывам вы ""наломаете дров""...
"
31.07.2013,Козерог,"
Козерогам этот день готовит весьма интересную встречу с человеком, который займёт прочное место в вашей душей. Если вы всё ещё одиноки, можете смело рассчитывать на увлекательное любовное приключение. Тем же, кто связан отношениями, придётся либо преодолевать сильнейшее влечение к новому знакомому, либо разрывать нынешний любовный союз.
"
1.08.2013,Козерог,"
Козероги сегодня должны отбросить прочь всё, что не вызывает приятных эмоций. Если вы не хотите выполнять море безотлагательных дел, просто ответьте отказом. Не бойтесь, что начальство вас не поймёт или накажет. Периоды снижения деловой активности могут быть у всех. Вы в этом плане далеко не исключение.
"
2.08.2013,Козерог,"
Козерогов в этот день иначе, как настоящими везунчиками, не назовёшь! И особенно вам благоволит обстановка с финансами. Вы неожиданно получите возможность инвестировать свой капитал в нечто долгосрочное и перспективное. Кроме того вечером удача улыбнётся вам и на личном фронте.
"
3.08.2013,Козерог,"
Козероги с утра ощутят лёгкое недомогание. Решив сохранить проблему в себе, вы откажетесь участвовать в жизни домашних. Ни отдых на природе, ни поездка к родным сейчас вас не прельщают. Если только появится шанс, обязательно постарайтесь остаться дома, в тишине. В этот день пусть родные веселятся без вашего участия.
"
4.08.2013,Козерог,"
Козероги сегодня несколько опечалят родных своей холодностью и задумчивостью. Вас не радует ни лето, ни выходной денёк, так как в глубине души вы терзаете себя за невыполненные в срок профессиональные обязанности. Чтобы хоть как-то восстановить внутренний покой, постарайтесь на сегодняшний день забыть о делах и проблемах в карьере.
"
5.08.2013,Козерог,"
Козерогам сегодня стоит задуматься о своём здоровье. В очередной раз лёгкое недомогание с утра вы захотите оставить безо всякого внимания. Это большая ошибка, так откровенно пренебрегать своим самочувствием! Если есть хоть малейшая возможность, нанесите визит к врачу и обязательно прислушайтесь к его советам.
"
6.08.2013,Козерог,"
Козерогами ещё с самого раннего утра овладеет расслабленное и явно нерабочее настроение. Вяло и медленно выполнив ряд обязательных дел, вы не упустите возможность как можно скорей покинуть место работы.
"
7.08.2013,Козерог,"
Козероги а вдруг ощутят острую потребность побыть наедине с собой и заняться спокойными размышлениями о жизни. У вас действительно накопилась масса вопросов, требующих безотлагательных мер. Сегодня самое время, чтобы всё детально проанализировать и найти способ внести в свою жизнь спокойствие и стабильность.
"
8.08.2013,Козерог,"
Финансы и бюджет в этот день выйдут на первое место для Козерогов. Вы умеете тратить деньги с умом. Однако, в последние дни вы почему-то забыли, что такое серьёзный подход и осторожность. Теперь на повестке дня новый вопрос - где взять средства на неотложные нужды?
"
9.08.2013,Козерог,"
Козерогам в этот день не следует прислушиваться только к себе в попытках отыскать верное решение какой-то головоломки. Труднейшую задачу вам подкинут профессиональные дела, и лишь при помощи более компетентных коллег вы сумеете быстро справиться с ситуацией.
"
1.10.2013,Козерог,"
Козерогам следует  провести как можно спокойней и проще. Не планируйте на сегодня слишком масштабных дел на работе. Лучше исправно отсидите положенные часы и поскорее спешите к любимому человеку. Не исключено, что вам сегодня устроят приятный сюрприз, романтический ужин или свидание в изысканном месте.
"
2.10.2013,Козерог,"
Козерогам следует держаться возле тех, кто старше, опытнее и мудрее. На работе наставником для вас сможет стать кто-то из старших коллег. В личных делах не отказывайтесь от помощи и участия со стороны близкого члена семьи или просто хорошо знакомого человека ""в годах"", которому вы целиком и полностью доверяете.
"
3.10.2013,Козерог,"
Козерогам следует больше чем в другие дни сконцентрировать усилия на профессиональной сфере. Если вы хотите, чтобы пенсионный возраст застал вас на этом месте работы, не забывайте не только исправно выполнять все дела, но и время от времени делать комплименты и похвалы в адрес вышестоящего руководства.
"
4.10.2013,Козерог,"
Козероги будут вынуждены продемонстрировать свой авторитет перед младшими членами семейства. Если в очередной раз кто-то из детей будет действовать вам наперекор, спокойно, но строго, постарайтесь донести, что подобное поведение для вас неприемлемо.
"
5.10.2013,Козерог,"
У Козерогов на сегодня не предвидится крупных проблем ни в одной сфере жизни. Субботу вам лучше всего провести вместе с семьёй. Пока осень окончательно не вступила в права, устройте с родными пикник на природе.
"
6.10.2013,Козерог,"
Козероги окажутся невольными заложниками обстоятельств. Ваши планы об увлекательной поездке в этот день поставят под угрозу мелкие недоразумения и случайности. Не исключено, что сломается автомобиль или ваши потенциальные спутники откажутся принимать участие в мероприятии.
"
7.10.2013,Козерог,"
Козероги найдут в себе силы на откровенный разговор с близким человеком. Если в вашей паре действительно есть ряд серьёзных проблем, сегодня вы сможете их обсудить и наверняка найдёте пути выхода из образовавшегося кризиса.
"
8.10.2013,Козерог,"
Козерогам на сегодня уготованы приятные перемены в плане работы. Ваши усилия и профессионализм наконец принесут свои дивиденды. Что вам следует ждать? Высока вероятность, что вашу зарплату повысят в разы либо вы получите перспективную должность.
"
9.10.2013,Козерог,"
В личной жизни Козерогов в этот день будут иметь место различного рода неурядицы и катаклизмы. Постарайтесь достойно принять удары судьбы, не нервничайте и не впадайте в истерику. Не делайте поспешные выводы в столь сложный для вас момент, отложите все решения хотя бы до завтра.
"
1.11.2013,Козерог,"
Козерогов  заставит несколько пересмотреть свои ближайшие цели и планы. Год скоро подойдёт к концу, а значит сейчас самое время, чтобы постараться наверстать упущенное. Если вы согласны упорно трудиться весь , наверняка вам удастся реализовать задуманное.
"
2.11.2013,Козерог,"
Козерогам только хорошее настроение поможет пережить этот день с минимальными потерями. Ссоры с родными, неудачный поход в магазин, поломка авто и ещё целый ряд неожиданностей могут напрочь лишить вас морального равновесия. Мужайтесь и ни в коем случае не теряйте веру в счастливое завтра!
"
3.11.2013,Козерог,"
Козероги в этот день будут осуществлять тщетные попытки достучаться до окружающих. Ни ваши родственники, ни соседи, ни друзья не захотят принять во внимание вашу позицию. Имейте это ввиду, в очередной раз тщетно пытаясь донести свои мысли до близких.
"
4.11.2013,Козерог,"
У Козерогов сегодня будет на редкость удачный день, который оставит свой след надолго. На работе вас ждёт череда радостных известий. Не исключено, что вы получите новое назначение или ваш оклад заметно вырастет в своём размере. Вернувшись домой, вы столкнётесь с приятным сюрпризом, устроенным вашей второй половинкой.
"
5.11.2013,Козерог,"
Козероги в этот день окажутся заложниками обстоятельств. Ваша задумка вот-вот должна была воплотиться в жизнь, а вы уже предвкушаете полную, безоговорочную победу... Увы, сегодня вокруг вас возникнет ряд удручающих обстоятельств. Свой проект вы, конечно, сможете завершить, но только немного позднее.
"
6.11.2013,Козерог,"
Стремительность этого дня способна сильно подорвать эмоциональный настрой Козерогов. Вы не привыкли, что события сменяют друг друга словно калейдоскоп. Однако, ваша нынешняя жизнь именно такова! Научитесь с радостью встречать перемены.
"
7.11.2013,Козерог,"
Козероги сегодня примут радикальное решение относительно своей личной жизни. Настала пора перемен, это для вас очевидно. Если нынешние отношения вас тяготят и раздражают, подуте, стоит ли их продолжать? Если вы не имеете второй половинки, оглядитесь по сторонам в поисках подходящего претендента.
"
8.11.2013,Козерог,"
Козероги в этот день могут крупно рискнуть в сфере финансов. Сейчас обстановка благоволит к тому, чтобы вы смело заключали крупные сделки и вкладывали средства в перспективные проекты. Однако, не забывайте учитывать каждый малейший нюанс, способный помешать вашему будущему финансовому процветанию.
"
9.11.2013,Козерог,"
Козероги ещё с самого раннего утра осознают, что их планам на эту субботу не суждено воплотиться в жизнь. Если вы мечтали о тихом отдыхе возле телевизора, увы, распрощайтесь с этим желанием раз и навсегда! Вместо отдыха на диване вам придётся провести этот день в подготовке к ""приятному"" визиту кого-то из родных.
"
10.11.2013,Козерог,"
Козерогам  предстоит напрямую столкнуться с проблемой осенних простуд. Возможно, болезнь подкосит кого-то из ваших родных, тем самым в вашем доме появится очаг заболевания. Постарайтесь максимально укрепить свой иммунитет, пока простуда не нарушила ваши планы на предстоящие трудовые будни.
"
11.11.2013,Козерог,"
Козероги сегодня будут востребованы как никогда. На работе ваше мнение окажется решающим в крупном споре или конфликте. Вернувшись домой, вам предстоит вносить ясность в происходящее внутри семьи. Одним словом, готовьтесь на сегодняшний день превратиться в объективного судью или арбитра.
"
12.11.2013,Козерог,"
Козероги внезапно поймут, что много времени и сил потратили впустую. Действительно, главный смысл вашего бытия не во всех этих многочисленных благах цивилизации... Задумавшись о душе и о вечном, не отвергайте такой вариант, как посещение храма с целью исповедоваться.
"
13.11.2013,Козерог,"
Козероги сегодня не только будут наслаждаться плодами собственных профессиональных побед, но и примут активное участие в жизни служебного коллектива. Вы уже успели заметно продвинуться в ноябре, а теперь испытываете готовность помочь своим сослуживцам. Это весьма благородный порыв, который заслуживает уважения.
"
14.11.2013,Козерог,"
Козерогам в этот день повезёт оказаться в нужное время в нужном месте. Удачное стечение обстоятельств позволит вам завести ряд перспективных знакомств. В процессе общения с потенциальными инвесторами и деловыми партнёрами постарайтесь сдерживать свои эмоции и не переусердствуйте, озвучивая список своих заслуг.
"
15.11.2013,Козерог,"
Козерогам предстоит решать проблемы с недвижимостью. Сегодня вы можете крупно пострадать по вине опрометчиво подписанных договоров или сделок. Все операции с недвижимостью постарайтесь отложить до понедельника.
"
16.11.2013,Козерог,"
Козерогам сегодняшний день подарит массу приятных эмоций. Ранним утром вы получите приглашение отправиться в гости к давним друзьям. Вечером вы сможете в полной мере отдохнуть и расслабиться, а поздней ночью вторая половинка устроит вам незабываемый сюрприз.
"
17.11.2013,Козерог,"
Козероги проведут весь этот день в заботах по дому. Ваши родные и подумать не смели, что вы можете справляться с домашними обязанностями так быстро и легко! Удовольствие от работы по быту вы, конечно, получите, но главная цель ваших усилий - порадовать близких членов семьи.
"
18.11.2013,Козерог,"
Козерогам на  стоит пожелать колоссального терпения и спокойствия. Если вы будете отвечать негативом на весь негатив, который обрушится на вас в этот день, то к вечеру вашему психическому здоровью потребуется медицинская помощь...
"
19.11.2013,Козерог,"
У Стрельцов во второй половине дня возникнут непредвиденные трудности на работе. Мелкая проблема, на которую несколько дней назад вы решили махнуть рукой, сегодня грозит перерасти в крупную неприятность. Вам придётся вернуться на пару шагов назад, дабы исправить это досадное недоразумение.
"
20.11.2013,Козерог,"
Гороскоп на сегодня рекомендует Козерогам сильно не паниковать, узнав о своих дополнительных профессиональных обязанностях. Да, вам предстоит трудиться буквально на износ, но это пойдёт вам только на пользу! Показав руководству свои способности и огромнейший потенциал, вы уже очень скоро сможете претендовать на более перспективную должность.
"
21.11.2013,Козерог,"
У Козерогов сегодня появится тысяча и одна идея, как финансово преуспеть. Обязательно поделитесь своими ""находками"" с кем-либо из друзей или родственников! Не исключено, что все ваши бизнес-проекты на поверку окажутся лишь иллюзией или невыполнимой мечтой.
"
22.11.2013,Козерог,"
Козероги весь этот день посвятят анализу своих финансовых возможностей. Недостаток свободных денежных средств так и подталкивает вас к поиску быстрого способа обогащения. Однако сейчас для вас не самое лучшее время, чтобы действовать необдуманно или крупно рисковать!
"
23.11.2013,Козерог,"
Козероги внезапно почувствуют сильный интерес к магии и оккультизму. Постарайтесь не слишком углубляться в собственные размышления по этому поводу! Вы можете обнаружить столько сложных вопросов, ответ на которые вам не даст ни один экстрасенс.
"
24.11.2013,Козерог,"
У Козерогов будет на редкость спокойный и тихий день, который не запомнится какими-либо особыми событиями. Выполнив всё, что вы планировали осуществить в этот выходной, вечером устройте ""романтик"" для своей второй половинки.
"
25.11.2013,Козерог,"
Козерогам предстоит заново создавать для себя картину происходящего. В вашей жизни в последние дни произошёл ряд крупных перемен, которые напрочь выбили вас из равновесия. Что ж, жизнь не стоит на месте, это следует понимать. Самое правильное для вас - успокоиться и смело идти навстречу переменам.
"
26.11.2013,Козерог,"
Козерогам сегодня будут мешать многочисленные неприятные случайности. По дороге на работу для вас высок шанс застрять в пробке, из-за чего вы можете опоздать. После того, как вы получите нагоняй от руководства, проблемы для вас не закончатся. Следующее, что надолго выбьет вас из колеи - это крупный скандал с кем-то из сослуживцев.
"
27.11.2013,Козерог,"
Козерогам в этот день следует поработать над самодисциплиной. В последнее время вы стали слишком баловать себя и слишком часто себя поощрять. Ещё немного и вы настолько расслабитесь, что опустите руки и бросите осуществлять свою главную цель.
"
28.11.2013,Козерог,"
У Козерогов сегодня возникнут крупные разногласия с кредиторами. Вашей вины в происходящем практически нет. Вы исправно и в срок погашаете все задолженности. Однако, из-за сбоя технического оборудования, как станет известно, где-то ""зависнет"" часть платежей.
"
29.11.2013,Козерог,"
Козерогам сегодня грозят неприятности во время пути. Перед тем, как сесть за руль, проверьте исправность своего автомобиля. Малейшая поломка должна вас насторожить. Самый безопасный вариант для вас на сегодня - на общественном транспорте осуществлять  свой привычный маршрут.
"
30.11.2013,Козерог,"
Козерогам сегодняшний день покажется мучительно долгим и трудным. С самого раннего утра ваши планы о тихом отдыхе дома будут перечёркнуты внезапным приездом кого-то из дальней родни. Постарайтесь держать себя в рамках приличия и всем своим видом покажите, что вы очень рады нежданным гостям.
"
1.12.2013,Козерог,"
Козерогам неожиданно повезёт в плане финансов. Возможно, вы найдёте кошелёк с деньгами или кто-то по ошибке пополнит ваш банковский счёт. В любом случае прежде, чем тратить эти ""шальные"" деньги, задутесь о нравственности такого поступка и тех последствиях, какие он с собой принесёт.
"
2.12.2013,Козерог,"
Козероги сегодня рискуют оказаться заложниками собственных непомерных амбиций. Выяснив, что на работе сложилась благоприятная обстановка для карьерного роста, вы не преминёте этим воспользоваться. Однако, прежде, чем включаться в гонку за карьерным успехом, ещё раз подуте, хватит ли вам сил и времени выполнять столь внушительное количество дел?
"
3.12.2013,Козерог,"
Козероги  ещё на шаг приблизятся к своей грандиозной победе. До вашего ""звёздного часа"" осталось совсем чуть-чуть. Сегодня проверьте все детали своего проекта и убедитесь, что вашему безоговорочному успеху ничто не сможет помешать.
"
4.12.2013,Козерог,"
Козероги все свои силы и энергию направят на карьеру и дела. Успешно справившись с неотложной работой, вы получите возможность пораньше отправиться домой. Сэкономленным временем следует правильно распорядиться! Например, по дороге домой загляните в салон красоты,  сделайте маникюр или поправьте причёску.
"
5.12.2013,Козерог,"
У Козерогов день пройдёт легко и незаметно, не доставив особых проблем. Исправно отработав положенный срок, вы получите возможность насладиться отдыхом в домашней обстановке. В разговорах с родными и за обсуждением планов на будущее тихо и незаметно для вас пролетят вечерние часы.
"
6.12.2013,Козерог,"
Козерогам  будет очень везти во всём, что связано с финансами и сферой торговли. Неожиданно открыв в себе предпринимательский дар, вы сможете заметно упрочить своё материальное положение. Минус в происходящем только один - ваше сегодняшнее везение это всего лишь сиюминутный успех.
"
7.12.2013,Козерог,"
Козероги весь этот день проведут за непринуждённым общением. Вы с радостью будете вступать в контакт с каждым, кто попадётся на вашем пути. Общайтесь, делитесь своими планами и надеждами, тем более, что это занятие может принести вам массу полезных знакомств.
"
8.12.2013,Козерог,"
Козероги! Сегодня будьте предельно внимательны в процессе общения с малознакомыми или сомнительного вида людьми. Кругом масса мошенников и авантюристов! Отвергайте все ""заманчивые"" предложения резко и радикально и ни в коем случае не соглашайтесь что-либо купить.
"
9.12.2013,Козерог,"
Козероги будут чувствовать себя очень спокойно и даже расслаблено. К началу  вы успели закончить всё, что планировали. Теперь вы можете позволить себе право на отдых. Согласитесь, очень приятно наблюдать за напряжённой работой коллег!
"
1.01.2014,Козерог,"
В семейной жизни Козерогу необходимо быть более внимательным к настроению и желаниям своей второй половинки. Она будет излишне сентиментальная сегодня. К вечеру все наладиться, так что потерпите чуть-чуть. На работе сегодня лучше довериться интуиции, а не рациональной логике.
"
2.01.2014,Козерог,"
Козерог будет сегодня иметь большой соблазн, чтобы рискнуть, однако стоит соразмерить свои силы и возможности,  и не выходить за пределы намеченного плана, поскольку риск дело благородно, но только в умеренных дозах.
"
3.01.2014,Козерог,"
Козерог будет способен сегодня полностью управлять своей жизнью. Если вы уверены в себе и в своих силах, вам будет по плечу любое рискованное мероприятие, если же нет, лучше отказаться, какие бы несметные богатства вам не сулило это дело.
"
4.01.2014,Козерог,"
Козерог будет сегодня увлечен работой, однако звезды советуют придерживаться заранее отработанного плана и не нагружать себя дополнительными делами, тогда вы достигните наибольшего успеха. Возможны некие сообщения из-за рубежа, связанные с работой.
"
5.01.2014,Козерог,"
Козерогам звезды не советуют сегодня начинать глобальные дела, поскольку вы можете использовать непроверенные данные. Лучше всего заняться внесением дополнений и изменений в уже существующие проекты.
"
6.01.2014,Козерог,"
Сегодня от вас Водолеи потребуется весь ваш профессионализм и связи, которые помогут вам в решении проблем. Однако, все-таки найдутся люди, которые откажут вам в помощи. Возможны проблемы во время путешествий и с получением информации.
"
7.01.2014,Козерог,"
Будьте внимательны, Козероги, с завязыванием новых контактов, с одной стороны они будут весьма полезны и поддержат вас, с другой могут принести в вашу жизнь лишнюю суету. Могут возникнуть проблемы из-за разного понимания одних и тех же принципов мироустройства.
"
8.01.2014,Козерог,"
Официальные встречи и переговоры стоит провести с самого утра, так советуют звезды Козерогам. Поскольку после полудня вас будут занимать в основном вопросы личного характера. Прислушайтесь к интуиции при решении личных проблем.
"
9.01.2014,Козерог,"
Риск сегодня для Козерога весьма не желателен. Если же вы все-таки ввязались в какую-то авантюрную ситуацию, то выбирайте проверенных людей, а лучше всего надейтесь только на себя.
"
10.01.2014,Козерог,"
Сегодня Козерог будет увлечен каким-то весьма интересным и вдохновляющим проектом, для которого понадобятся все ресурсы, которые есть в наличии. Звезды не советуют сегодня рисковать или жертвовать деньги, поскольку есть вероятность обмана.
"
11.01.2014,Козерог,"
Сегодня вы, Козероги, будете удачливы в делах, благодаря своей энергии и содействию со стороны. Особенно удачными будут дела, не известные широкой публике или связанные с контактами издалека.
"
12.01.2014,Козерог,"
Козерог даст сегодня некоторым своим тайным желаниям и идеям выход. Будьте осторожны, поскольку вы можете обжечься и переменить  свое мнение. Вероятно, сегодня вас ждет скрытая помощь со стороны. И вы также получите удовольствие, если кому то поможете скрытно.
"
13.01.2014,Козерог,"
Сегодня от вас, Козероги, зависит многое, возможно даже ваша карьера. Будьте внимательны к тому, что вы говорите, постарайтесь не поддаваться эмоциям и реагируйте на критику правильно. Звезды также советуют составить план работы, и позаботиться о своей безопасности и здоровье.
"
14.01.2014,Козерог,"
Сегодняшний день  будет для Козерогов немного спокойнее, чем предыдущий, вы сможете слегка отступить от правил и расслабиться, однако все-таки будете благоразумны, как и раньше. Семейная и частная жизнь станет более гармоничной и размеренной.
"
15.01.2014,Козерог,"
В первой половине дня Козероги будут заняты семейными и личными делами. Вы сможете поразмыслить над своими желаниями и вкусами.  Возможно, вы перемените отношение к какой-то ситуации или делу, и найдете их весьма благоприятными. Вечером стоит подумать о финансовых планах.
"
16.01.2014,Козерог,"
Козероги, ваша финансовая проницательность может подвести вас сегодня, поэтому будьте осторожны. Вероятность убытков гораздо больше, чем прибыли. Вас могут попросить вернуть долг.
"
17.01.2014,Козерог,"
Сегодня Козерогам не стоит планировать никаких важных дел, поскольку вас может подвести ваша рассеянность и невнимание к деталям. Расслабьтесь и постарайтесь снизить активность и физическую деятельность.
"
18.01.2014,Козерог,"
Козероги, вы приобретете влиятельного партнера, который придаст вдохновения для последующей работы или жизни. Заочное общение может принести вам хорошие дивиденды, например  встретите любовь всей жизни или хорошего партнера.
"
19.01.2014,Козерог,"
Сегодня для вас, Козероги, все будет выглядеть непривычным - друзья будут вести себя странно, дела повернуться к вам с неожиданной стороны. Однако есть вероятность получения новых впечатлений в дороге или от старых друзей.
"
20.01.2014,Козерог,"
Козероги, утро подходит для общения. Возможна новая информация, которая изменит ваши планы и настроения. Вечером вам придется задуматься над решением важной проблемы, поэтому не реагируйте на нападки домочадцев и не вступайте в конфликты.
"
21.01.2014,Козерог,"
У Козерогов, вероятность конфликта с близким человеком весьма велика в первой половине дня. Ваша резкость, возможно, будет оправдана. Чтобы разрядить ситуацию, дайте вашему оппоненту легкое задание, чтобы отвлечь его, а сами займитесь физическим трудом.
"
22.01.2014,Козерог,"
Козерогу лучше сегодня обратить свое внимание на семейные дела. Соберите всех домочадцев для решения какой-то проблемы или реализации какого-то мероприятия - это вас сблизит. Звезды, однако, не советуют осуществлять капитальные изменения в квартире.
"
